,iso_merged,SHAPE_Leng,SHAPE_Area
584,SD,0.00103610933196,8.40018686566e-10
585,SD,65.0285730906,157.041922966
586,SG,1.91440558938,0.0835828404425
587,SI,10.1033361876,2.38518300678
588,SK,14.309671717,5.97807800544
589,SL,11.7104192839,6.17170541904
590,SN,26.3795765746,16.6956382504
591,SN,0.000710687618581,3.49980192764e-10
592,SO,48.9299495985,53.3170356281
593,SR,16.2870769184,11.9939546427
594,SS,41.8962017192,51.87349923
595,ST,1.34288374488,0.131626703855
596,ST,0.751774243187,0.0427587806662
597,SV,6.94013742752,1.84968714453
598,SX,0.738372726343,0.00887434943637
599,SY,22.814524906,18.6462436772
600,SZ,5.0249030867,1.54998763751
601,TC,0.466435714446,0.0162231982492
602,TC,1.31076789251,0.0804049042001
603,TD,51.6719899792,107.292325256
604,TF,0.382020791673,0.0113856469001
