,filename,Source,Location_I,City,State,Country,Latitude,Longitude,Time_Zone,Elevation
302,USA KS Olathe Johnson Co. (TMY3).csv,TMY3,724468,Olathe Johnson Co.,KS,USA,38.85,-94.733,-6,334
303,USA TX Fort Worth Nas (TMY3).csv,TMY3,722595,Fort Worth Nas,TX,USA,32.767,-97.45,-6,185
304,USA VA Washington Dc Dulles Int'l Ar [sterling - Isis] (TMY3).csv,TMY3,724030,Washington Dc Dulles Int'l Ar [sterling - Isis],VA,USA,38.98,-77.47,-5,82
305,USA ME Rockland Knox(awos) (TMY3).csv,TMY3,726079,Rockland Knox(awos),ME,USA,44.067,-69.1,-5,17
306,USA IN South Bend Michiana Rgnl Ap (TMY3).csv,TMY3,725350,South Bend Michiana Rgnl Ap,IN,USA,41.7,-86.333,-5,236
307,USA NM Carlsbad Cavern City Air Term (TMY3).csv,TMY3,722687,Carlsbad Cavern City Air Term,NM,USA,32.333,-104.267,-7,985
308,USA MA Norwood Memorial (TMY3).csv,TMY3,725098,Norwood Memorial,MA,USA,42.183,-71.183,-5,15
309,USA KY Louisville Standiford Field (TMY3).csv,TMY3,724230,Louisville Standiford Field,KY,USA,38.183,-85.733,-5,147
310,USA MI St.clair County Int (TMY3).csv,TMY3,725384,St.clair County Int,MI,USA,42.917,-82.533,-5,198
311,USA OH Columbus Port Columbus Intl A (TMY3).csv,TMY3,724280,Columbus Port Columbus Intl A,OH,USA,39.983,-82.883,-5,247
312,USA UT Cedar City Municipal Ap (TMY3).csv,TMY3,724755,Cedar City Municipal Ap,UT,USA,37.7,-113.1,-7,1703
313,USA SD Mobridge (TMY3).csv,TMY3,726685,Mobridge,SD,USA,45.533,-100.433,-7,508
314,USA CA Needles Airport (TMY3).csv,TMY3,723805,Needles Airport,CA,USA,34.767,-114.617,-8,279
315,USA FL Orlando Executive Ap (TMY3).csv,TMY3,722053,Orlando Executive Ap,FL,USA,28.55,-81.333,-5,33
316,USA SC Charleston Intl Arpt (TMY3).csv,TMY3,722080,Charleston Intl Arpt,SC,USA,32.9,-80.033,-5,12
317,USA TX Nacogdoches (awos) (TMY3).csv,TMY3,722499,Nacogdoches (awos),TX,USA,31.583,-94.717,-6,108
318,USA ID Hailey Friedman Mem (TMY3).csv,TMY3,725865,Hailey Friedman Mem,ID,USA,43.5,-114.3,-7,1620
319,USA CO Akron Washington Co Ap (TMY3).csv,TMY3,724698,Akron Washington Co Ap,CO,USA,40.167,-103.233,-7,1421
320,USA MN Minneapolis-st Paul Int'l Arp (TMY3).csv,TMY3,726580,Minneapolis-st Paul Int'l Arp,MN,USA,44.883,-93.233,-6,254
321,USA CA March Afb (TMY3).csv,TMY3,722860,March Afb,CA,USA,33.9,-117.25,-8,462
322,USA VA Danville Faa Ap (TMY3).csv,TMY3,724106,Danville Faa Ap,VA,USA,36.567,-79.333,-5,176
323,USA FL Valparaiso Elgin Afb (TMY3).csv,TMY3,722210,Valparaiso Elgin Afb,FL,USA,30.483,-86.517,-6,20
324,USA WI Watertown (TMY3).csv,TMY3,726464,Watertown,WI,USA,43.167,-88.717,-6,254
325,USA UT Saint George (awos) (TMY3).csv,TMY3,724754,Saint George (awos),UT,USA,37.083,-113.6,-7,896
326,USA IL Mount Vernon (awos) (TMY3).csv,TMY3,724335,Mount Vernon (awos),IL,USA,38.317,-88.867,-6,146
327,USA MN Owatonna (awos) (TMY3).csv,TMY3,726568,Owatonna (awos),MN,USA,44.117,-93.25,-6,350
328,USA MS Greenwood Leflore Arpt (TMY3).csv,TMY3,722359,Greenwood Leflore Arpt,MS,USA,33.5,-90.083,-6,47
329,USA CO Leadville Lake Co. (TMY3).csv,TMY3,724673,Leadville Lake Co.,CO,USA,39.217,-106.317,-7,3026
330,USA NJ Mcguire Afb (TMY3).csv,TMY3,724096,Mcguire Afb,NJ,USA,40.017,-74.6,-5,45
331,USA WA Seattle Boeing Field [isis] (TMY3).csv,TMY3,727935,Seattle Boeing Field [isis],WA,USA,47.68,-122.25,-8,20
332,USA MN Benson Muni (TMY3).csv,TMY3,727507,Benson Muni,MN,USA,45.317,-95.65,-6,317
333,USA MT Butte Bert Mooney Arpt (TMY3).csv,TMY3,726785,Butte Bert Mooney Arpt,MT,USA,45.95,-112.5,-7,1689
334,USA VA Melfa Accomack Arpt (TMY3).csv,TMY3,724026,Melfa Accomack Arpt,VA,USA,37.65,-75.767,-5,15
335,USA TX Austin Mueller Municipal Ap [ut] (TMY3).csv,TMY3,722540,Austin Mueller Municipal Ap [ut],TX,USA,30.29,-97.74,-6,213
336,USA MO Jefferson City Mem (TMY3).csv,TMY3,724458,Jefferson City Mem,MO,USA,38.583,-92.15,-6,167
337,USA FL Panama City Bay Co (TMY3).csv,TMY3,722245,Panama City Bay Co,FL,USA,30.2,-85.683,-6,6
338,USA VA Leesburg Godfrey (TMY3).csv,TMY3,724055,Leesburg Godfrey,VA,USA,39.083,-77.567,-5,119
339,USA SC Anderson County Ap (TMY3).csv,TMY3,723125,Anderson County Ap,SC,USA,34.5,-82.717,-5,232
340,USA OR Salem Mcnary Field (TMY3).csv,TMY3,726940,Salem Mcnary Field,OR,USA,44.9,-123.0,-8,60
341,USA PR Roosevelt Roads (TMY3).csv,TMY3,785350,Roosevelt Roads,PR,USA,18.25,-65.633,-4,12
342,USA NE Scottsbluff W B Heilig Field (TMY3).csv,TMY3,725660,Scottsbluff W B Heilig Field,NE,USA,41.867,-103.6,-7,1202
343,USA KY Bowling Green Warren Co Ap (TMY3).csv,TMY3,746716,Bowling Green Warren Co Ap,KY,USA,36.983,-86.433,-6,161
344,USA CA Palmdale Airport (TMY3).csv,TMY3,723820,Palmdale Airport,CA,USA,34.633,-118.083,-8,769
345,USA NM Las Cruces Intl (TMY3).csv,TMY3,722695,Las Cruces Intl,NM,USA,32.283,-106.917,-7,1393
346,USA CA Santa Rosa (awos) (TMY3).csv,TMY3,724957,Santa Rosa (awos),CA,USA,38.517,-122.817,-8,38
347,USA MN Brainerd Wieland (TMY3).csv,TMY3,726555,Brainerd Wieland,MN,USA,46.4,-94.133,-6,374
348,USA CA Lemoore Reeves Nas (TMY3).csv,TMY3,747020,Lemoore Reeves Nas,CA,USA,36.333,-119.95,-8,73
349,USA CA Camp Pendleton Mcas (TMY3).csv,TMY3,722926,Camp Pendleton Mcas,CA,USA,33.3,-117.35,-8,23
350,USA IA Clarinda (TMY3).csv,TMY3,725479,Clarinda,IA,USA,40.717,-95.033,-6,303
351,USA AR Pine Bluff Faa Ap (TMY3).csv,TMY3,723417,Pine Bluff Faa Ap,AR,USA,34.167,-91.933,-6,63
352,USA KY Jackson Julian Carroll Ap (TMY3).csv,TMY3,724236,Jackson Julian Carroll Ap,KY,USA,37.583,-83.317,-5,416
353,USA CO Pueblo Memorial Ap (TMY3).csv,TMY3,724640,Pueblo Memorial Ap,CO,USA,38.283,-104.5,-7,1428
354,USA NM Santa Fe County Municipal Ap (TMY3).csv,TMY3,723656,Santa Fe County Municipal Ap,NM,USA,35.617,-106.083,-7,1934
355,USA MN Baudette International Ap (TMY3).csv,TMY3,727476,Baudette International Ap,MN,USA,48.717,-94.6,-6,330
356,USA FL Vero Beach Municipal Arpt (TMY3).csv,TMY3,722045,Vero Beach Municipal Arpt,FL,USA,27.65,-80.417,-5,7
357,USA AZ Scottsdale Muni (TMY3).csv,TMY3,722789,Scottsdale Muni,AZ,USA,33.617,-111.917,-7,460
358,USA VA Shannon Arpt (TMY3).csv,TMY3,724033,Shannon Arpt,VA,USA,38.267,-77.45,-5,26
359,USA AL Montgomery Dannelly Field (TMY3).csv,TMY3,722260,Montgomery Dannelly Field,AL,USA,32.3,-86.4,-6,62
360,USA ME Caribou Municipal Arpt (TMY3).csv,TMY3,727120,Caribou Municipal Arpt,ME,USA,46.867,-68.033,-5,190
361,USA MN Cloquet (awos) (TMY3).csv,TMY3,726558,Cloquet (awos),MN,USA,46.7,-92.5,-6,390
362,USA IL Aurora Municipal (TMY3).csv,TMY3,744655,Aurora Municipal,IL,USA,41.767,-88.467,-6,215
363,USA TX Laredo Intl Ap [ut] (TMY3).csv,TMY3,722520,Laredo Intl Ap [ut],TX,USA,27.57,-99.49,-6,142
364,USA CT Hartford Brainard Fd (TMY3).csv,TMY3,725087,Hartford Brainard Fd,CT,USA,41.733,-72.65,-5,6
365,USA NE Norfolk Karl Stefan Mem Arpt (TMY3).csv,TMY3,725560,Norfolk Karl Stefan Mem Arpt,NE,USA,41.983,-97.433,-6,472
366,USA OR Klamath Falls Intl Ap [uo] (TMY3).csv,TMY3,725895,Klamath Falls Intl Ap [uo],OR,USA,42.22,-121.74,-8,1220
367,USA NY Adirondack Rgnl (TMY3).csv,TMY3,726228,Adirondack Rgnl,NY,USA,44.383,-74.2,-5,520
368,USA KS Olathe Johnson Co Industrial (TMY3).csv,TMY3,724475,Olathe Johnson Co Industrial,KS,USA,38.833,-94.883,-6,331
369,USA GA Atlanta Hartsfield Intl Ap (TMY3).csv,TMY3,722190,Atlanta Hartsfield Intl Ap,GA,USA,33.633,-84.433,-5,308
370,USA WV Morgantown Hart Field (TMY3).csv,TMY3,724176,Morgantown Hart Field,WV,USA,39.65,-79.917,-5,378
371,USA FL Daytona Beach Intl Ap (TMY3).csv,TMY3,722056,Daytona Beach Intl Ap,FL,USA,29.183,-81.067,-5,9
372,USA TX Brownsville S Padre Isl Intl (TMY3).csv,TMY3,722500,Brownsville S Padre Isl Intl,TX,USA,25.9,-97.433,-6,6
373,USA NH Lebanon Municipal (TMY3).csv,TMY3,726116,Lebanon Municipal,NH,USA,43.633,-72.3,-5,182
374,USA NE Beatrice Municipal (TMY3).csv,TMY3,725515,Beatrice Municipal,NE,USA,40.3,-96.75,-6,403
375,USA CA Edwards Afb (TMY3).csv,TMY3,723810,Edwards Afb,CA,USA,34.9,-117.867,-8,706
376,USA VA Martinsville (TMY3).csv,TMY3,745985,Martinsville,VA,USA,36.633,-80.017,-5,287
377,USA CA Jack Northrop Fld H (TMY3).csv,TMY3,722956,Jack Northrop Fld H,CA,USA,33.917,-118.333,-8,21
378,USA CA Sacramento Executive Arpt (TMY3).csv,TMY3,724830,Sacramento Executive Arpt,CA,USA,38.5,-121.5,-8,5
379,USA IL Decatur (TMY3).csv,TMY3,725316,Decatur,IL,USA,39.833,-88.867,-6,213
380,USA PR Aquadilla Borinquen (TMY3).csv,TMY3,785140,Aquadilla Borinquen,PR,USA,18.5,-67.133,-4,72
381,USA CA Napa Co. Airport (TMY3).csv,TMY3,724955,Napa Co. Airport,CA,USA,38.217,-122.283,-8,10
382,USA AL Maxwell Afb (TMY3).csv,TMY3,722265,Maxwell Afb,AL,USA,32.383,-86.35,-6,53
383,USA OR Aurora State (TMY3).csv,TMY3,726959,Aurora State,OR,USA,45.25,-122.767,-8,60
384,USA FL Melbourne Regional Ap (TMY3).csv,TMY3,722040,Melbourne Regional Ap,FL,USA,28.117,-80.65,-5,11
385,USA IA Des Moines Intl Ap (TMY3).csv,TMY3,725460,Des Moines Intl Ap,IA,USA,41.533,-93.667,-6,292
386,USA GA Fulton Co Arpt Brow (TMY3).csv,TMY3,722195,Fulton Co Arpt Brow,GA,USA,33.767,-84.517,-5,263
387,USA NE Ainsworth Municipal (TMY3).csv,TMY3,725556,Ainsworth Municipal,NE,USA,42.583,-100.0,-6,789
388,USA KS Goodland Renner Field (TMY3).csv,TMY3,724650,Goodland Renner Field,KS,USA,39.367,-101.7,-7,1111
389,USA TX College Station Easterwood Fl (TMY3).csv,TMY3,722445,College Station Easterwood Fl,TX,USA,30.583,-96.367,-6,96
390,USA TX Cox Fld (TMY3).csv,TMY3,722587,Cox Fld,TX,USA,33.633,-95.45,-6,171
391,USA GA Augusta Bush Field (TMY3).csv,TMY3,722180,Augusta Bush Field,GA,USA,33.367,-81.967,-5,40
392,USA WV Beckley Raleigh Co Mem Ap (TMY3).csv,TMY3,724120,Beckley Raleigh Co Mem Ap,WV,USA,37.8,-81.117,-5,763
393,USA FL Valparaiso Hurlburt (TMY3).csv,TMY3,747770,Valparaiso Hurlburt,FL,USA,30.417,-86.683,-6,12
394,USA TX Camp Mabry (TMY3).csv,TMY3,722544,Camp Mabry,TX,USA,30.317,-97.767,-6,198
395,USA AR Rogers (awos) (TMY3).csv,TMY3,723449,Rogers (awos),AR,USA,36.367,-94.1,-6,415
396,USA TX Fort Worth Alliance (TMY3).csv,TMY3,722594,Fort Worth Alliance,TX,USA,32.983,-97.317,-6,226
397,USA MI Howell (TMY3).csv,TMY3,725378,Howell,MI,USA,42.633,-83.983,-5,293
398,USA VA Pulaski (TMY3).csv,TMY3,724116,Pulaski,VA,USA,37.133,-80.683,-5,642
399,USA ND Jamestown Municipal Arpt (TMY3).csv,TMY3,727535,Jamestown Municipal Arpt,ND,USA,46.917,-98.683,-6,455
400,USA AL Gadsen Muni (awos) (TMY3).csv,TMY3,722285,Gadsen Muni (awos),AL,USA,33.967,-86.083,-6,173
401,USA MN Mora Muni (awos) (TMY3).csv,TMY3,727475,Mora Muni (awos),MN,USA,45.883,-93.267,-6,309
402,USA MN Orr (TMY3).csv,TMY3,726544,Orr,MN,USA,48.017,-92.867,-6,397
403,USA WA Whidbey Island Nas (TMY3).csv,TMY3,690230,Whidbey Island Nas,WA,USA,48.35,-122.667,-8,10
404,USA OR Redmond Roberts Field (TMY3).csv,TMY3,726835,Redmond Roberts Field,OR,USA,44.25,-121.167,-8,933
405,USA NC Raleigh Durham International (TMY3).csv,TMY3,723060,Raleigh Durham International,NC,USA,35.867,-78.783,-5,127
406,USA GA Hunter Aaf (TMY3).csv,TMY3,747804,Hunter Aaf,GA,USA,32.0,-81.15,-5,13
407,USA OR Portland Troutdale (TMY3).csv,TMY3,726985,Portland Troutdale,OR,USA,45.55,-122.4,-8,11
408,USA PA Pittsburgh International Ap (TMY3).csv,TMY3,725200,Pittsburgh International Ap,PA,USA,40.5,-80.233,-5,350
409,USA WI Mosinee Central Wi (TMY3).csv,TMY3,726465,Mosinee Central Wi,WI,USA,44.783,-89.667,-6,389
410,USA TX Lufkin Angelina Co (TMY3).csv,TMY3,722446,Lufkin Angelina Co,TX,USA,31.233,-94.75,-6,86
411,USA VA Davison Aaf (TMY3).csv,TMY3,724037,Davison Aaf,VA,USA,38.717,-77.183,-5,27
412,USA IN Terre Haute Hulman Regional A (TMY3).csv,TMY3,724373,Terre Haute Hulman Regional A,IN,USA,39.45,-87.3,-5,175
413,USA MN Willmar (TMY3).csv,TMY3,726576,Willmar,MN,USA,45.117,-95.083,-6,345
414,USA MO St Joseph Rosecrans Memorial (TMY3).csv,TMY3,724490,St Joseph Rosecrans Memorial,MO,USA,39.767,-94.9,-6,247
415,USA MO Joplin Municipal Ap (TMY3).csv,TMY3,723495,Joplin Municipal Ap,MO,USA,37.15,-94.5,-6,297
416,USA CT Hartford Bradley Intl Ap (TMY3).csv,TMY3,725080,Hartford Bradley Intl Ap,CT,USA,41.933,-72.683,-5,49
417,USA KS Mcconnell Afb (TMY3).csv,TMY3,724505,Mcconnell Afb,KS,USA,37.617,-97.267,-6,414
418,USA OR Burns Municipal Arpt [uo] (TMY3).csv,TMY3,726830,Burns Municipal Arpt [uo],OR,USA,43.52,-119.02,-8,1271
419,USA VA Norfolk Nas (TMY3).csv,TMY3,723085,Norfolk Nas,VA,USA,36.95,-76.283,-5,10
420,USA OR Portland International Ap (TMY3).csv,TMY3,726980,Portland International Ap,OR,USA,45.6,-122.617,-8,6
421,USA MI Detroit City Airport (TMY3).csv,TMY3,725375,Detroit City Airport,MI,USA,42.4,-83.0,-5,190
422,USA IA Decorah (TMY3).csv,TMY3,725476,Decorah,IA,USA,43.283,-91.733,-6,353
423,USA IN Indianapolis Intl Ap (TMY3).csv,TMY3,724380,Indianapolis Intl Ap,IN,USA,39.717,-86.267,-5,241
424,USA NE Omaha Wsfo (TMY3).csv,TMY3,725530,Omaha Wsfo,NE,USA,41.367,-96.017,-6,399
425,USA AZ Yuma Mcas (TMY3).csv,TMY3,699604,Yuma Mcas,AZ,USA,32.65,-114.617,-7,65
426,USA OR Sexton Summit (TMY3).csv,TMY3,725975,Sexton Summit,OR,USA,42.6,-123.367,-8,1168
427,USA GA Brunswick Malcolm Mckinnon Ap (TMY3).csv,TMY3,722137,Brunswick Malcolm Mckinnon Ap,GA,USA,31.15,-81.383,-5,4
428,USA TN Nashville International Ap (TMY3).csv,TMY3,723270,Nashville International Ap,TN,USA,36.117,-86.683,-6,177
429,USA NC Greensboro Piedmont Triad Int (TMY3).csv,TMY3,723170,Greensboro Piedmont Triad Int,NC,USA,36.1,-79.95,-5,273
430,USA AR Little Rock Afb (TMY3).csv,TMY3,723405,Little Rock Afb,AR,USA,34.917,-92.15,-6,103
431,USA MI Manistee (awos) (TMY3).csv,TMY3,726385,Manistee (awos),MI,USA,44.267,-86.25,-5,189
432,USA ID Burley Municipal Arpt (TMY3).csv,TMY3,725867,Burley Municipal Arpt,ID,USA,42.533,-113.767,-7,1267
433,USA SC Greer Greenv'l-spartanbrg Ap (TMY3).csv,TMY3,723120,Greer Greenv'l-spartanbrg Ap,SC,USA,34.9,-82.217,-5,292
434,USA IA Muscatine (TMY3).csv,TMY3,725487,Muscatine,IA,USA,41.367,-91.15,-6,167
435,USA NY Westhampton Gabreski Ap (TMY3).csv,TMY3,744865,Westhampton Gabreski Ap,NY,USA,40.85,-72.633,-5,20
436,USA MO Kansas City Int'l Arpt (TMY3).csv,TMY3,724460,Kansas City Int'l Arpt,MO,USA,39.3,-94.717,-6,298
437,USA NE Hastings Municipal (TMY3).csv,TMY3,725525,Hastings Municipal,NE,USA,40.6,-98.433,-6,596
438,USA MO St Louis Lambert Int'l Arpt (TMY3).csv,TMY3,724340,St Louis Lambert Int'l Arpt,MO,USA,38.75,-90.367,-6,173
439,USA WI Wausau Municipal Arpt (TMY3).csv,TMY3,726463,Wausau Municipal Arpt,WI,USA,44.917,-89.633,-6,366
440,USA MN Crookston Muni Fld (TMY3).csv,TMY3,727452,Crookston Muni Fld,MN,USA,47.85,-96.617,-6,273
441,USA MD Andrews Afb (TMY3).csv,TMY3,745940,Andrews Afb,MD,USA,38.817,-76.867,-5,86
442,USA MN Red Wing (TMY3).csv,TMY3,726564,Red Wing,MN,USA,44.583,-92.483,-6,239
443,USA WV Parkersburg Wood County Ap (TMY3).csv,TMY3,724273,Parkersburg Wood County Ap,WV,USA,39.35,-81.433,-5,253
444,USA KS Hays Muni (awos) (TMY3).csv,TMY3,724518,Hays Muni (awos),KS,USA,38.85,-99.267,-6,609
445,USA MA Westfield Barnes Muni Ap (TMY3).csv,TMY3,744915,Westfield Barnes Muni Ap,MA,USA,42.15,-72.717,-5,83
446,USA MN Glenwood (asos) (TMY3).csv,TMY3,726547,Glenwood (asos),MN,USA,45.65,-95.317,-6,425
447,USA AZ Luke Afb (TMY3).csv,TMY3,722785,Luke Afb,AZ,USA,33.55,-112.367,-7,331
448,USA HI Lihue Airport (TMY3).csv,TMY3,911650,Lihue Airport,HI,USA,21.983,-159.333,-10,31
449,USA IL Chicago Midway Ap (TMY3).csv,TMY3,725340,Chicago Midway Ap,IL,USA,41.783,-87.75,-6,186
450,USA MN Litchfield Muni (TMY3).csv,TMY3,726583,Litchfield Muni,MN,USA,45.1,-94.5,-6,347
451,USA TX Harlingen Rio Grande Valley I (TMY3).csv,TMY3,722505,Harlingen Rio Grande Valley I,TX,USA,26.233,-97.65,-6,10
452,USA VA Franklin Naas (TMY3).csv,TMY3,723083,Franklin Naas,VA,USA,36.7,-76.9,-5,12
453,USA NY Islip Long Isl Macarthur Ap (TMY3).csv,TMY3,725035,Islip Long Isl Macarthur Ap,NY,USA,40.783,-73.1,-5,26
454,USA AZ Phoenix Sky Harbor Intl Ap (TMY3).csv,TMY3,722780,Phoenix Sky Harbor Intl Ap,AZ,USA,33.45,-111.983,-7,337
455,USA CA Sacramento Metropolitan Ap (TMY3).csv,TMY3,724839,Sacramento Metropolitan Ap,CA,USA,38.7,-121.583,-8,7
456,USA CO Greeley Weld (awos) (TMY3).csv,TMY3,724768,Greeley Weld (awos),CO,USA,40.433,-104.633,-7,1420
457,USA NE Falls City Brenner (TMY3).csv,TMY3,725533,Falls City Brenner,NE,USA,40.083,-95.6,-6,300
458,USA HI Kapalua (TMY3).csv,TMY3,911904,Kapalua,HI,USA,20.95,-156.633,-10,80
459,USA AZ Grand Canyon Natl P (TMY3).csv,TMY3,723783,Grand Canyon Natl P,AZ,USA,35.95,-112.15,-7,2065
460,USA NC Cherry Point Mcas (TMY3).csv,TMY3,723090,Cherry Point Mcas,NC,USA,34.9,-76.883,-5,11
461,USA CA Merced Macready Fld (TMY3).csv,TMY3,724815,Merced Macready Fld,CA,USA,37.283,-120.517,-8,47
462,USA KS Chanute Martin Johnson Ap (TMY3).csv,TMY3,724507,Chanute Martin Johnson Ap,KS,USA,37.667,-95.483,-6,298
463,USA IA Le Mars (TMY3).csv,TMY3,725484,Le Mars,IA,USA,42.783,-96.2,-6,365
464,USA ME Wiscasset (TMY3).csv,TMY3,727135,Wiscasset,ME,USA,43.967,-69.717,-5,21
465,USA MN Park Rapids Municipal Ap (TMY3).csv,TMY3,727453,Park Rapids Municipal Ap,MN,USA,46.9,-95.067,-6,437
466,USA CA Daggett Barstow-daggett Ap (TMY3).csv,TMY3,723815,Daggett Barstow-daggett Ap,CA,USA,34.85,-116.8,-8,586
467,USA OR Corvallis Muni (TMY3).csv,TMY3,726945,Corvallis Muni,OR,USA,44.483,-123.283,-8,77
468,USA IL W. Chicago Du Page (TMY3).csv,TMY3,725305,W. Chicago Du Page,IL,USA,41.917,-88.25,-6,231
469,USA CA Santa Ana John Wayne Ap (TMY3).csv,TMY3,722977,Santa Ana John Wayne Ap,CA,USA,33.683,-117.867,-8,16
470,USA NC Kinston Stallings Afb (TMY3).csv,TMY3,723067,Kinston Stallings Afb,NC,USA,35.317,-77.633,-5,29
471,USA HI Molokai (amos) (TMY3).csv,TMY3,911860,Molokai (amos),HI,USA,21.15,-157.1,-10,137
472,USA MI Alpena County Regional Ap (TMY3).csv,TMY3,726390,Alpena County Regional Ap,MI,USA,45.067,-83.583,-5,210
473,USA SD Sioux Falls Foss Field (TMY3).csv,TMY3,726510,Sioux Falls Foss Field,SD,USA,43.583,-96.75,-6,433
474,USA ID Boise Air Terminal [uo] (TMY3).csv,TMY3,726810,Boise Air Terminal [uo],ID,USA,43.62,-116.21,-7,701
475,USA NV Reno Tahoe International Ap (TMY3).csv,TMY3,724880,Reno Tahoe International Ap,NV,USA,39.483,-119.767,-8,1342
476,USA NM Gallup Sen Clarke Fld (TMY3).csv,TMY3,723627,Gallup Sen Clarke Fld,NM,USA,35.517,-108.783,-7,1971
477,USA NY Rochester Greater Rochester I (TMY3).csv,TMY3,725290,Rochester Greater Rochester I,NY,USA,43.117,-77.683,-5,183
478,USA TX Amarillo International Ap [canyon - Ut] (TMY3).csv,TMY3,723630,Amarillo International Ap [canyon - Ut],TX,USA,34.99,-101.9,-6,1068
479,USA OK Fort Sill Post Field Af (TMY3).csv,TMY3,723550,Fort Sill Post Field Af,OK,USA,34.65,-98.4,-6,369
480,USA TN Crossville Memorial Ap (TMY3).csv,TMY3,723265,Crossville Memorial Ap,TN,USA,35.95,-85.083,-6,569
481,USA IL Central Illinois Rg (TMY3).csv,TMY3,724397,Central Illinois Rg,IL,USA,40.467,-88.917,-6,272
482,USA WY Worland Municipal (TMY3).csv,TMY3,726665,Worland Municipal,WY,USA,43.967,-107.95,-7,1294
483,USA PA Bradford Regional Ap (TMY3).csv,TMY3,725266,Bradford Regional Ap,PA,USA,41.8,-78.633,-5,645
484,USA OK Oklahoma City Will Rogers Wor (TMY3).csv,TMY3,723530,Oklahoma City Will Rogers Wor,OK,USA,35.383,-97.6,-6,398
485,USA IL Southern Illinois (TMY3).csv,TMY3,724336,Southern Illinois,IL,USA,37.767,-89.25,-6,128
486,USA MS Natchez Hardy(awos) (TMY3).csv,TMY3,722357,Natchez Hardy(awos),MS,USA,31.617,-91.3,-6,83
487,USA NJ Millville Municipal Ap (TMY3).csv,TMY3,724075,Millville Municipal Ap,NJ,USA,39.367,-75.083,-5,21
488,USA MI Mount Clemens Selfridge Fld (TMY3).csv,TMY3,725377,Mount Clemens Selfridge Fld,MI,USA,42.617,-82.833,-5,177
489,USA ND Fargo Hector International Ap (TMY3).csv,TMY3,727530,Fargo Hector International Ap,ND,USA,46.933,-96.817,-6,274
490,USA LA Shreveport Downtown (TMY3).csv,TMY3,722484,Shreveport Downtown,LA,USA,32.533,-93.75,-6,55
491,USA MI Kalamazoo Battle Cr (TMY3).csv,TMY3,726357,Kalamazoo Battle Cr,MI,USA,42.233,-85.55,-5,273
492,USA MS Meridian Key Field (TMY3).csv,TMY3,722340,Meridian Key Field,MS,USA,32.333,-88.75,-6,90
493,USA WI Green Bay Austin Straubel Int (TMY3).csv,TMY3,726450,Green Bay Austin Straubel Int,WI,USA,44.483,-88.133,-6,209
494,USA MN Alexandria Municipal Ap (TMY3).csv,TMY3,726557,Alexandria Municipal Ap,MN,USA,45.883,-95.4,-6,433
495,USA MA Worchester Regional Arpt (TMY3).csv,TMY3,725095,Worchester Regional Arpt,MA,USA,42.267,-71.883,-5,300
496,USA NE Alliance Municipal (TMY3).csv,TMY3,725635,Alliance Municipal,NE,USA,42.05,-102.8,-7,1198
497,USA LA New Iberia Naas (TMY3).csv,TMY3,722314,New Iberia Naas,LA,USA,30.033,-91.883,-6,8
498,USA PA Philadelphia Ne Philadelphia (TMY3).csv,TMY3,724085,Philadelphia Ne Philadelphia,PA,USA,40.083,-75.017,-5,30
499,USA IA Mason City Municipal Arpt (TMY3).csv,TMY3,725485,Mason City Municipal Arpt,IA,USA,43.15,-93.333,-6,364
500,USA WI La Crosse Municipal Arpt (TMY3).csv,TMY3,726430,La Crosse Municipal Arpt,WI,USA,43.867,-91.25,-6,198
501,USA TX Del Rio Laughlin Afb (TMY3).csv,TMY3,722615,Del Rio Laughlin Afb,TX,USA,29.367,-100.783,-6,327
502,USA NY Watertown Ap (TMY3).csv,TMY3,726227,Watertown Ap,NY,USA,44.0,-76.017,-5,97
503,USA KY Lexington Bluegrass Ap (TMY3).csv,TMY3,724220,Lexington Bluegrass Ap,KY,USA,38.033,-84.6,-5,294
504,USA PA Franklin (TMY3).csv,TMY3,725267,Franklin,PA,USA,41.383,-79.867,-5,470
505,USA MN Ely Muni (TMY3).csv,TMY3,727459,Ely Muni,MN,USA,47.817,-91.833,-6,455
506,USA MD Patuxent River Nas (TMY3).csv,TMY3,724040,Patuxent River Nas,MD,USA,38.3,-76.417,-5,14
507,USA NY Poughkeepsie Dutchess Co Ap (TMY3).csv,TMY3,725036,Poughkeepsie Dutchess Co Ap,NY,USA,41.633,-73.883,-5,47
508,USA IA Knoxville (TMY3).csv,TMY3,725493,Knoxville,IA,USA,41.3,-93.117,-6,283
509,USA CA Oxnard Airport (TMY3).csv,TMY3,723927,Oxnard Airport,CA,USA,34.2,-119.2,-8,11
510,USA NJ Teterboro Airport (TMY3).csv,TMY3,725025,Teterboro Airport,NJ,USA,40.85,-74.067,-5,3
511,USA CO Denver Centennial [golden - Nrel] (TMY3).csv,TMY3,724666,Denver Centennial [golden - Nrel],CO,USA,39.742,-105.179,-7,1829
512,USA MN Marshall Ryan(awos) (TMY3).csv,TMY3,726559,Marshall Ryan(awos),MN,USA,44.45,-95.817,-6,359
513,USA MA Boston Logan Int'l Arpt (TMY3).csv,TMY3,725090,Boston Logan Int'l Arpt,MA,USA,42.367,-71.017,-5,6
514,USA CA Blythe Riverside Co Arpt (TMY3).csv,TMY3,747188,Blythe Riverside Co Arpt,CA,USA,33.617,-114.717,-8,119
